"MMSI;""IMO"";""Status"";""RecvTime"";""MessageID"";""NavigationalStatus"";""ROT"";""SOG"";""PositionAccuracy"";""longitude"";""latitude"";""Altitude"";""COG"";""TrueHeading"";""RAIM"";""OffPosition"""
"209249000;NULL;""OK"";""2017-04-03 22:37:03"";""3"";""5"";""0.0"";""0.1"";""0"";""-76.7886"";""17.957883"";""-1"";""32.8"";""127"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-03 22:55:03"";""3"";""5"";""0.0"";""0.1"";""0"";""-76.78865"";""17.957833"";""-1"";""161.2"";""125"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-03 23:13:03"";""3"";""5"";""0.0"";""0.1"";""0"";""-76.78865"";""17.957833"";""-1"";""10.3"";""130"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-03 23:31:03"";""3"";""5"";""0.0"";""0.0"";""0"";""-76.7885"";""17.958"";""-1"";""6.8"";""133"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-03 23:51:52"";""3"";""5"";""0.0"";""0.1"";""0"";""-76.788567"";""17.95795"";""-1"";""191.5"";""130"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-04 00:09:18"";""1"";""5"";""999.9"";""3.2"";""0"";""-76.787483"";""17.956033"";""-1"";""133.1"";""101"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-04 00:27:35"";""3"";""5"";""0.0"";""0.1"";""0"";""-76.78285"";""17.957467"";""-1"";""16.4"";""142"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-04 00:45:36"";""3"";""5"";""0.0"";""0.1"";""0"";""-76.782917"";""17.957417"";""-1"";""232.9"";""132"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-04 01:03:36"";""3"";""5"";""0.0"";""0.1"";""0"";""-76.782867"";""17.957467"";""-1"";""302.5"";""137"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-04 01:18:35"";""3"";""5"";""0.0"";""0.1"";""0"";""-76.782883"";""17.9575"";""-1"";""195.9"";""136"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-04 01:33:36"";""3"";""5"";""0.0"";""0.1"";""0"";""-76.782883"";""17.957533"";""-1"";""266.1"";""138"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-04 01:51:35"";""3"";""5"";""0.0"";""0.1"";""0"";""-76.782983"";""17.957367"";""-1"";""226"";""133"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-04 02:09:35"";""3"";""5"";""0.0"";""0.1"";""0"";""-76.783033"";""17.95735"";""-1"";""215.1"";""128"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-04 02:27:36"";""3"";""5"";""0.0"";""0.1"";""0"";""-76.782967"";""17.957333"";""-1"";""265.1"";""132"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-04 02:45:35"";""3"";""5"";""0.0"";""0.1"";""0"";""-76.783017"";""17.95735"";""-1"";""258.2"";""129"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-04 03:03:35"";""3"";""5"";""0.0"";""0.1"";""0"";""-76.78295"";""17.957417"";""-1"";""45.4"";""132"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-04 03:39:36"";""3"";""5"";""0.0"";""0.1"";""0"";""-76.782967"";""17.957383"";""-1"";""333.1"";""133"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-04 03:57:35"";""3"";""5"";""0.0"";""0.1"";""0"";""-76.783017"";""17.957333"";""-1"";""350.2"";""129"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-04 04:12:36"";""3"";""5"";""0.0"";""0.1"";""0"";""-76.78295"";""17.957383"";""-1"";""334.1"";""131"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-04 04:30:36"";""3"";""1"";""0.0"";""0.0"";""0"";""-76.782983"";""17.957317"";""-1"";""211.1"";""128"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-04 04:48:35"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.783"";""17.9573"";""-1"";""244"";""128"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-04 05:06:36"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.782967"";""17.957317"";""-1"";""283.4"";""132"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-04 05:24:36"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.78305"";""17.957217"";""-1"";""283.4"";""123"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-04 05:39:36"";""3"";""1"";""0.0"";""0.0"";""0"";""-76.783083"";""17.9572"";""-1"";""283.4"";""124"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-04 05:57:36"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.782983"";""17.957283"";""-1"";""283.4"";""129"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-04 06:12:36"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.78305"";""17.957267"";""-1"";""283.4"";""122"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-04 06:30:36"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.783083"";""17.957183"";""-1"";""199.4"";""116"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-04 06:48:36"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.7831"";""17.957083"";""-1"";""199.4"";""111"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-04 07:06:36"";""3"";""1"";""0.0"";""0.0"";""0"";""-76.78305"";""17.957217"";""-1"";""199.4"";""119"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-04 07:24:36"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.783033"";""17.957267"";""-1"";""199.4"";""124"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-04 07:42:36"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.783017"";""17.9572"";""-1"";""58.8"";""117"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-04 08:00:36"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.783017"";""17.957267"";""-1"";""223.5"";""127"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-04 08:15:36"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.783017"";""17.9572"";""-1"";""206.4"";""121"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-04 08:33:36"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.783"";""17.957267"";""-1"";""129.7"";""127"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-04 08:54:36"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.783"";""17.957233"";""-1"";""129.7"";""125"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-04 09:12:36"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.782967"";""17.95725"";""-1"";""129.7"";""128"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-04 09:27:36"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.7831"";""17.956917"";""-1"";""183.7"";""100"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-04 09:45:36"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.7827"";""17.956217"";""-1"";""111.6"";""27"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-04 10:06:36"";""3"";""1"";""0.0"";""0.0"";""0"";""-76.782667"";""17.956133"";""-1"";""111.6"";""22"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-04 10:24:36"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.7826"";""17.9561"";""-1"";""111.6"";""15"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-04 10:42:36"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.78255"";""17.956117"";""-1"";""111.6"";""12"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-04 11:00:37"";""3"";""1"";""0.0"";""0.3"";""0"";""-76.783133"";""17.95665"";""-1"";""339.7"";""79"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-04 11:15:37"";""3"";""1"";""0.0"";""0.0"";""0"";""-76.7829"";""17.957333"";""-1"";""47.8"";""137"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-04 11:36:36"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.783017"";""17.957217"";""-1"";""259.5"";""125"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-04 11:54:37"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.783033"";""17.956467"";""-1"";""141.8"";""63"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-04 12:12:37"";""3"";""1"";""0.0"";""0.0"";""0"";""-76.78275"";""17.9563"";""-1"";""141.8"";""34"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-04 12:30:37"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.782817"";""17.956183"";""-1"";""162.6"";""35"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-04 12:45:36"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.78275"";""17.956183"";""-1"";""162.6"";""29"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-04 13:06:37"";""3"";""1"";""0.0"";""0.0"";""0"";""-76.7829"";""17.95625"";""-1"";""162.6"";""46"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-04 13:30:36"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.78245"";""17.956017"";""-1"";""105.1"";""4"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-04 13:36:38"";""3"";""1"";""0.0"";""0.0"";""0"";""-76.782417"";""17.956033"";""-1"";""105.1"";""8"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-04 13:48:37"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.782383"";""17.956117"";""-1"";""6"";""7"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-04 14:03:37"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.782183"";""17.956017"";""-1"";""71.9"";""345"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-04 14:21:37"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.782217"";""17.955983"";""-1"";""208.5"";""354"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-04 14:39:37"";""3"";""1"";""0.0"";""0.0"";""0"";""-76.781943"";""17.956087"";""-1"";""64.6"";""329"";""1"";""0"""
"209249000;NULL;""OK"";""2017-04-04 14:57:36"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.7825"";""17.956017"";""-1"";""270.7"";""13"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-04 15:12:37"";""3"";""1"";""0.0"";""0.0"";""0"";""-76.782483"";""17.956033"";""-1"";""270.7"";""8"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-04 15:30:37"";""3"";""1"";""0.0"";""0.0"";""0"";""-76.7826"";""17.95605"";""-1"";""233.6"";""21"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-04 15:48:37"";""3"";""1"";""0.0"";""0.0"";""0"";""-76.78235"";""17.956017"";""-1"";""107.4"";""0"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-04 16:06:37"";""3"";""1"";""0.0"";""0.0"";""0"";""-76.78235"";""17.95605"";""-1"";""107.4"";""1"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-04 16:24:37"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.782133"";""17.9562"";""-1"";""107.4"";""337"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-04 16:39:37"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.78195"";""17.956217"";""-1"";""106.5"";""325"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-04 16:57:37"";""3"";""1"";""0.0"";""0.0"";""0"";""-76.781833"";""17.9563"";""-1"";""106.5"";""308"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-04 17:15:37"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.781967"";""17.956133"";""-1"";""176.5"";""332"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-04 17:33:37"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.782267"";""17.95605"";""-1"";""267.8"";""348"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-04 17:51:37"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.7826"";""17.95605"";""-1"";""271.1"";""18"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-04 18:09:37"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.782567"";""17.956083"";""-1"";""2.3"";""20"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-04 18:27:37"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.782267"";""17.956083"";""-1"";""32.4"";""349"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-04 18:45:37"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.782133"";""17.956117"";""-1"";""52.5"";""335"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-04 19:03:37"";""3"";""1"";""0.0"";""0.2"";""0"";""-76.78195"";""17.956"";""-1"";""237.7"";""330"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-04 19:21:37"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.782667"";""17.956117"";""-1"";""284.4"";""30"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-04 19:39:37"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.7826"";""17.95615"";""-1"";""24.1"";""31"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-04 19:57:37"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.783017"";""17.9573"";""-1"";""33.2"";""127"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-04 20:15:37"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.7831"";""17.95725"";""-1"";""33.2"";""125"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-04 20:33:38"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.78305"";""17.957233"";""-1"";""33.2"";""124"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-04 20:51:37"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.78305"";""17.95725"";""-1"";""33.2"";""125"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-04 21:09:37"";""3"";""1"";""0.0"";""0.0"";""0"";""-76.78305"";""17.957217"";""-1"";""250.7"";""118"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-04 21:27:38"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.78295"";""17.957367"";""-1"";""25.5"";""133"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-04 21:45:37"";""3"";""1"";""0.0"";""0.0"";""0"";""-76.782917"";""17.957367"";""-1"";""257.9"";""135"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-04 22:03:37"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.782883"";""17.95745"";""-1"";""41.7"";""135"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-04 22:21:37"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.782933"";""17.957383"";""-1"";""292.1"";""131"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-04 22:39:37"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.782867"";""17.957433"";""-1"";""198.9"";""135"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-04 22:57:38"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.782917"";""17.957417"";""-1"";""194.7"";""132"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-04 23:15:37"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.782967"";""17.95735"";""-1"";""78"";""130"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-04 23:33:37"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.78295"";""17.957383"";""-1"";""352.3"";""132"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-04 23:51:38"";""3"";""1"";""0.0"";""0.0"";""0"";""-76.782917"";""17.957417"";""-1"";""35.9"";""133"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-05 00:09:38"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.782983"";""17.95735"";""-1"";""280.7"";""128"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-05 00:27:37"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.782983"";""17.957317"";""-1"";""212.7"";""129"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-05 00:45:38"";""3"";""1"";""0.0"";""0.2"";""0"";""-76.782933"";""17.957317"";""-1"";""151.6"";""129"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-05 01:03:38"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.782983"";""17.957383"";""-1"";""282.9"";""129"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-05 01:21:38"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.782983"";""17.957367"";""-1"";""277.8"";""127"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-05 01:39:38"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.783017"";""17.957333"";""-1"";""126.5"";""126"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-05 01:57:38"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.782983"";""17.95735"";""-1"";""126.5"";""132"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-05 02:15:38"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.783033"";""17.957317"";""-1"";""235.6"";""128"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-05 02:33:38"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.78295"";""17.9574"";""-1"";""235.6"";""135"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-05 02:54:38"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.78305"";""17.9573"";""-1"";""176"";""124"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-05 03:12:37"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.783"";""17.957367"";""-1"";""42.5"";""130"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-05 03:27:38"";""3"";""1"";""0.0"";""0.0"";""0"";""-76.783017"";""17.95735"";""-1"";""182"";""131"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-05 04:03:38"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.783033"";""17.9573"";""-1"";""79.9"";""128"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-05 04:24:38"";""3"";""1"";""0.0"";""0.0"";""0"";""-76.78315"";""17.95715"";""-1"";""159.4"";""115"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-05 04:42:38"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.783133"";""17.957167"";""-1"";""159.4"";""118"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-05 05:00:38"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.783117"";""17.957117"";""-1"";""159.4"";""115"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-05 05:18:38"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.783133"";""17.957117"";""-1"";""159.4"";""114"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-05 05:36:38"";""3"";""1"";""0.0"";""0.0"";""0"";""-76.783117"";""17.957117"";""-1"";""159.4"";""115"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-05 05:54:38"";""3"";""1"";""0.0"";""0.0"";""0"";""-76.783133"";""17.957067"";""-1"";""159.4"";""113"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-05 06:12:38"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.7831"";""17.9571"";""-1"";""159.4"";""114"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-05 06:30:38"";""3"";""1"";""0.0"";""0.0"";""0"";""-76.783133"";""17.957067"";""-1"";""159.4"";""113"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-05 06:48:38"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.78315"";""17.957067"";""-1"";""159.4"";""113"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-05 07:06:38"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.783117"";""17.957183"";""-1"";""159.4"";""117"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-05 07:21:38"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.78315"";""17.957133"";""-1"";""201.1"";""110"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-05 07:39:38"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.78305"";""17.9572"";""-1"";""35.7"";""123"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-05 07:57:38"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.7831"";""17.957117"";""-1"";""228.2"";""112"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-05 08:15:38"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.783083"";""17.957167"";""-1"";""228.2"";""120"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-05 08:33:38"";""3"";""1"";""0.0"";""0.0"";""0"";""-76.78305"";""17.957167"";""-1"";""24.7"";""119"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-05 08:51:38"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.783083"";""17.957233"";""-1"";""24.7"";""123"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-05 09:09:38"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.783117"";""17.957"";""-1"";""218.5"";""106"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-05 09:27:38"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.78305"";""17.957067"";""-1"";""218.5"";""116"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-05 09:45:38"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.783083"";""17.957117"";""-1"";""353.6"";""119"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-05 10:03:38"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.783117"";""17.957067"";""-1"";""353.6"";""115"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-05 10:21:38"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.783117"";""17.95705"";""-1"";""353.6"";""115"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-05 10:24:39"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.783117"";""17.957083"";""-1"";""282.9"";""115"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-05 10:39:39"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.783017"";""17.957267"";""-1"";""4.4"";""132"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-05 10:57:39"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.78315"";""17.957033"";""-1"";""226.6"";""111"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-05 11:15:39"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.783233"";""17.956867"";""-1"";""202.9"";""99"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-05 11:33:39"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.783167"";""17.95695"";""-1"";""211"";""103"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-05 11:51:38"";""3"";""1"";""0.0"";""0.0"";""0"";""-76.783183"";""17.957033"";""-1"";""5.3"";""109"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-05 12:15:39"";""3"";""1"";""0.0"";""0.0"";""0"";""-76.783083"";""17.956533"";""-1"";""197.4"";""69"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-05 12:33:39"";""3"";""1"";""0.0"";""0.2"";""0"";""-76.78315"";""17.956933"";""-1"";""10.8"";""100"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-05 12:51:38"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.78315"";""17.956567"";""-1"";""166.7"";""75"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-05 13:09:38"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.7831"";""17.9565"";""-1"";""154.1"";""67"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-05 13:27:39"";""3"";""1"";""0.0"";""0.2"";""0"";""-76.78285"";""17.956267"";""-1"";""180.4"";""39"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-05 13:45:39"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.782583"";""17.956067"";""-1"";""142.3"";""12"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-05 14:06:39"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.782467"";""17.955983"";""-1"";""45.6"";""5"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-05 14:42:38"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.78265"";""17.956083"";""-1"";""277.2"";""23"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-05 15:00:38"";""3"";""1"";""0.0"";""0.0"";""0"";""-76.782333"";""17.956033"";""-1"";""277.2"";""353"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-05 15:18:39"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.782333"";""17.956083"";""-1"";""277.2"";""353"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-05 15:36:39"";""3"";""1"";""0.0"";""0.0"";""0"";""-76.78255"";""17.956083"";""-1"";""277.2"";""18"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-05 15:51:39"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.7825"";""17.956083"";""-1"";""277.2"";""8"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-05 16:09:39"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.782417"";""17.956017"";""-1"";""95.5"";""4"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-05 16:27:39"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.782333"";""17.956067"";""-1"";""95.5"";""356"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-05 16:45:39"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.78235"";""17.955983"";""-1"";""95.5"";""0"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-05 17:03:39"";""3"";""1"";""0.0"";""0.0"";""0"";""-76.782533"";""17.95605"";""-1"";""95.5"";""13"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-05 17:21:39"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.78245"";""17.956"";""-1"";""95.5"";""3"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-05 17:39:39"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.782383"";""17.956"";""-1"";""95.5"";""0"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-05 17:57:39"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.78245"";""17.956"";""-1"";""95.5"";""2"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-05 18:15:39"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.782433"";""17.956"";""-1"";""358.3"";""359"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-05 18:33:39"";""3"";""1"";""0.0"";""0.0"";""0"";""-76.782433"";""17.956"";""-1"";""358.3"";""3"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-05 18:51:39"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.782283"";""17.95605"";""-1"";""358.3"";""350"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-05 19:09:39"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.781883"";""17.956217"";""-1"";""88.2"";""313"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-05 19:30:39"";""3"";""1"";""0.0"";""0.1"";""0"";""-76.7816"";""17.956767"";""-1"";""23.8"";""265"";""0"";""0"""
"209249000;NULL;""OK"";""2017-04-05 19:48:39"";""3"";""1"";""0.0"";""0.2"";""0"";""-76.781817"";""17.9567"";""-1"";""314.2"";""265"";""0"";""0"""
